4.860241e-07	8.229746e-07	3.421058e-07	5.366153e-07	5.827723e-07	1.998936e-07	3.518373e-07	1.205186e-07	-1.623952e-07	9.966542e-08	1.311019e-08	-5.500109e-08	3.514747e-08	-6.060077e-08	-1.947209e-07	
7.983497e-07	1.077323e-05	4.598490e-07	7.056109e-07	4.546594e-07	9.940838e-08	2.604841e-07	1.061034e-07	-3.090890e-09	8.588399e-08	6.949346e-08	-4.373987e-08	2.783595e-08	-2.822886e-08	-4.369626e-08	
2.334283e-06	1.247907e-05	4.244054e-07	8.447381e-07	7.568061e-07	2.463147e-07	3.256457e-07	1.570099e-07	1.360751e-08	1.007961e-07	1.063491e-07	-3.343289e-08	2.747398e-08	-3.989504e-08	-5.346841e-08	
4.790186e-07	6.281946e-07	5.815002e-07	8.778493e-07	4.008298e-07	1.758264e-07	5.032367e-07	1.403711e-07	-1.737739e-08	1.585319e-07	2.339710e-08	-6.458256e-08	6.358097e-08	-1.337752e-08	-8.318749e-08	
7.551702e-07	1.409072e-06	5.878489e-07	6.304633e-07	7.497419e-07	4.580235e-07	3.316453e-07	2.463549e-07	4.575419e-08	1.650503e-07	6.173974e-08	-3.531064e-08	3.877104e-08	6.461842e-09	-5.176351e-08	
2.685598e-07	7.093230e-07	2.904691e-07	2.158452e-07	4.481960e-07	9.738086e-07	1.364697e-07	2.297780e-07	3.801744e-07	5.248227e-08	6.290783e-08	2.366781e-08	1.173745e-08	1.625283e-08	-4.924273e-08	
3.286030e-07	3.309754e-07	1.613152e-07	3.912920e-07	2.541592e-07	1.189295e-07	3.769694e-07	1.462520e-07	-1.101509e-08	2.154945e-07	6.020618e-08	-6.361924e-08	1.021336e-07	-1.860326e-08	-7.337342e-08	
1.408952e-07	2.056255e-07	1.152455e-07	1.360205e-07	2.024904e-07	2.248647e-07	1.438520e-07	2.886558e-07	1.317638e-07	9.827026e-08	1.312924e-07	-6.134322e-09	4.226892e-08	2.553570e-08	-4.798599e-08	
-4.576820e-08	-7.387274e-08	1.505260e-08	-2.931543e-08	1.074414e-08	2.515662e-07	-1.181818e-08	9.964081e-08	3.300937e-07	-1.241336e-08	7.419265e-08	2.833360e-07	-4.306819e-09	5.754096e-08	2.239179e-08	
1.226905e-07	1.124728e-07	6.923058e-08	1.716225e-07	1.443199e-07	5.058595e-08	2.432201e-07	8.795670e-08	-6.274839e-09	2.671548e-07	4.036214e-08	-4.366451e-08	1.587784e-07	-7.918424e-10	-5.413667e-08	
1.327998e-08	1.954188e-08	-6.758947e-09	2.583205e-08	4.418513e-08	7.053555e-08	1.816765e-08	1.200043e-07	7.027803e-08	3.820658e-08	1.816320e-07	7.197404e-08	3.723807e-08	7.910592e-08	-1.304734e-08	
-2.494788e-07	-1.395952e-07	-8.093019e-08	-1.289743e-07	-7.998952e-08	7.277649e-09	-8.527578e-08	-2.143923e-08	1.825136e-07	-4.984620e-08	4.310793e-08	3.621318e-07	-2.446618e-08	1.048867e-07	1.465945e-07	
2.666420e-08	2.427881e-08	1.724436e-08	5.608976e-08	3.916950e-08	1.228550e-08	9.582645e-08	3.645490e-08	-7.491312e-09	1.403012e-07	2.631088e-08	-2.228863e-08	1.863144e-07	4.021267e-09	-3.638461e-08	
-4.528100e-08	-3.105204e-08	-3.954622e-08	-2.963148e-08	-2.357604e-08	9.884719e-09	-3.268114e-08	1.537293e-08	3.481360e-08	-7.105269e-09	7.000336e-08	6.199830e-08	4.494512e-09	1.432606e-07	3.203665e-08	
-1.767410e-07	-1.240686e-07	-1.988492e-07	-9.707976e-08	-9.135078e-08	-6.431508e-08	-8.031398e-08	-4.927477e-08	4.803649e-09	-5.429634e-08	-1.768559e-08	1.595015e-07	-3.473499e-08	3.425607e-08	3.026319e-07	
