2.645535e-07	1.404534e-07	4.977703e-08	6.276578e-08	3.630436e-08	4.269259e-09	3.981352e-08	4.082757e-09	-2.912716e-09	6.153919e-09	3.539813e-10	-2.540811e-09	6.149117e-10	-1.157101e-09	-2.518362e-09	
1.387742e-07	1.242890e-07	6.577134e-08	4.338509e-08	4.613455e-08	5.754731e-09	1.095721e-08	7.343717e-09	-3.034893e-09	2.633586e-09	2.285449e-10	-4.437587e-09	4.179329e-10	-7.442686e-10	-4.047963e-09	
5.953680e-08	7.743644e-08	1.377825e-07	1.921373e-08	2.177705e-08	2.728919e-08	1.068598e-08	5.550745e-09	-2.157339e-10	2.456233e-09	6.625374e-10	-3.923754e-09	2.663141e-10	-9.474867e-10	-4.045118e-09	
5.910322e-08	3.198333e-08	1.618865e-08	7.086244e-08	2.566261e-08	4.800785e-09	2.055861e-08	4.231098e-09	-1.995049e-09	6.611458e-09	4.456107e-10	-3.978794e-09	1.273403e-09	-7.832728e-10	-3.222121e-09	
2.441697e-08	3.055851e-08	1.987774e-08	3.028183e-08	1.685371e-07	2.873793e-08	1.100962e-08	7.848255e-08	8.792325e-10	3.277200e-09	1.442912e-09	-2.861096e-09	7.167730e-10	-3.020643e-10	-2.779766e-09	
8.215763e-09	1.972352e-09	2.554923e-08	4.320142e-09	2.555947e-08	9.554820e-08	3.797327e-09	1.089543e-08	1.867782e-08	9.209391e-10	1.954107e-09	-1.217046e-10	-8.811567e-12	1.459470e-10	-1.622794e-09	
1.130024e-08	1.147077e-08	6.843764e-09	2.000434e-08	1.057029e-08	4.098585e-09	4.105349e-08	6.109034e-09	-1.231925e-09	1.672381e-08	7.075991e-10	-2.824942e-09	3.229787e-09	-3.889360e-10	-2.503759e-09	
4.776831e-09	5.345344e-09	9.148998e-09	7.446592e-09	1.196499e-08	1.332365e-08	6.923530e-09	3.315211e-08	8.067159e-09	3.417419e-09	7.250927e-09	-8.032297e-10	1.446225e-09	1.287655e-09	-1.994125e-09	
-2.981183e-09	-4.574932e-09	-1.180788e-09	-1.809832e-09	1.320905e-11	1.491493e-08	-9.759225e-10	7.364377e-09	4.925979e-08	-1.662841e-10	3.914556e-09	1.069343e-08	-4.891466e-11	1.593765e-09	1.599814e-10	
2.302307e-09	2.180549e-09	1.207947e-09	3.892143e-09	3.239741e-09	1.087621e-09	1.759991e-08	3.815392e-09	-4.015086e-10	1.963517e-08	2.604537e-09	-1.565781e-09	7.123502e-09	-1.675847e-10	-2.044154e-09	
-3.717058e-10	4.213579e-10	5.851165e-10	7.118117e-10	1.486454e-09	2.402064e-09	7.569366e-10	7.226040e-09	4.455650e-09	2.220365e-09	1.921552e-08	3.080103e-09	1.570620e-09	5.153988e-09	-7.468126e-10	
-2.362205e-09	-3.065816e-09	-5.700224e-09	-4.591331e-09	-3.336620e-09	-1.812102e-11	-2.720113e-09	-8.664890e-10	1.012333e-08	-1.621092e-09	2.973226e-09	3.263341e-08	-5.388418e-10	2.171136e-09	7.674991e-09	
4.789431e-10	3.029886e-10	2.066838e-10	1.219109e-09	8.145367e-10	9.569590e-11	2.752439e-09	1.116617e-09	-1.166189e-10	6.277793e-09	1.733570e-09	-6.060747e-10	1.414011e-08	7.343979e-10	-9.425053e-10	
-1.363804e-09	-6.851608e-10	-4.523517e-10	-9.056759e-10	-3.325934e-10	-1.240876e-11	-7.549215e-10	1.014772e-09	1.453642e-09	-3.733599e-10	4.530666e-09	2.236431e-09	7.201819e-10	1.281684e-08	2.016682e-09	
-2.481567e-09	-2.964149e-09	-4.924298e-09	-3.031430e-09	-2.382427e-09	-1.696865e-09	-2.399776e-09	-1.750113e-09	2.167462e-10	-1.625423e-09	-6.169820e-10	6.990267e-09	-9.429638e-10	1.557403e-09	2.070537e-08	
