1.922472e-07	4.733708e-07	1.631168e-07	1.733623e-07	3.836502e-08	1.459035e-08	5.996137e-07	5.295428e-07	1.343150e-07	6.554026e-08	4.752878e-08	-8.808176e-09	3.316382e-07	1.805184e-07	6.670554e-08	3.987246e-08	-1.831154e-08	-1.337317e-08	1.307574e-07	9.717780e-08	4.260970e-08	-5.217175e-10	-7.444851e-09	-1.453591e-08	1.221292e-07	4.865130e-08	2.102312e-08	-9.883489e-09	-2.024404e-08	-3.385128e-08	5.043707e-08	3.844775e-08	9.103664e-09	-4.410451e-09	-1.162995e-08	-2.606157e-08	3.882965e-08	1.160993e-08	7.765253e-09	-5.126077e-09	-1.409707e-08	-2.193346e-08	5.722083e-08	1.122185e-08	3.632232e-09	-1.044248e-08	-1.408684e-08	-1.200253e-08	1.092623e-08	4.031721e-09	-1.975382e-09	-7.554297e-09	-1.328598e-08	-2.220909e-08	6.064725e-09	1.191418e-09	-3.077221e-09	-1.290595e-08	-1.138817e-08	-8.628850e-09	
1.417417e-07	1.091316e-06	3.555163e-07	4.459597e-07	1.131745e-07	1.805503e-08	4.141355e-07	3.113562e-07	3.853850e-07	7.198222e-08	1.710834e-08	5.164257e-09	2.491410e-07	1.174130e-07	1.373061e-07	4.601970e-08	4.790847e-09	-4.273230e-10	1.749117e-07	1.309966e-07	4.961926e-08	2.391443e-08	-2.092214e-08	-2.341613e-08	7.671768e-08	3.766101e-08	1.137403e-08	-9.130018e-10	-3.097775e-08	-2.692446e-08	4.358865e-08	2.074292e-08	1.205252e-08	1.226180e-09	-7.629297e-09	-2.037039e-08	5.729259e-08	2.721502e-08	5.416877e-09	-8.178841e-09	-1.680076e-08	-2.873797e-08	1.614283e-08	2.508674e-08	-8.989666e-10	-6.316712e-09	-1.200074e-08	-1.049726e-08	7.116835e-09	3.396343e-09	1.240035e-10	-8.677504e-09	-1.221571e-08	-9.725406e-09	4.240785e-09	5.156782e-10	-2.489309e-09	-9.029278e-09	-9.647521e-09	-9.012885e-09	
7.940190e-08	6.790494e-08	1.890002e-07	4.625379e-07	1.888509e-07	5.627383e-08	3.296293e-07	3.555964e-07	3.088202e-07	4.221507e-07	6.475983e-08	3.707047e-08	1.058456e-07	1.287197e-07	1.070049e-07	7.221732e-08	2.184511e-08	-6.454870e-09	1.121854e-07	8.013400e-08	4.965812e-08	3.038161e-08	6.125672e-09	-2.559746e-08	8.439651e-08	5.772694e-08	3.188504e-08	9.728359e-09	-8.220717e-09	-2.154300e-08	5.493350e-08	4.177171e-08	1.734679e-08	3.344100e-09	-1.150897e-08	-1.165299e-08	4.238947e-08	6.482817e-08	1.092374e-08	6.825353e-10	-8.468222e-09	-1.160514e-08	6.208985e-09	1.318774e-08	3.690403e-09	-7.211780e-09	-1.686526e-08	-1.602440e-08	6.521162e-09	6.083820e-09	2.106379e-09	-6.876319e-09	-1.532631e-08	-8.286286e-09	2.965517e-09	3.948777e-10	-5.787268e-09	-4.340893e-09	-8.899895e-09	-1.129760e-08	
2.386192e-08	5.989515e-08	1.637447e-07	1.156614e-07	4.352187e-07	5.950763e-07	7.808693e-08	2.896350e-07	4.152216e-07	2.152732e-07	3.382207e-07	1.238992e-07	1.223739e-07	9.069309e-08	1.062572e-07	1.225027e-07	7.735478e-08	-1.680764e-09	4.757448e-08	1.181414e-07	5.963280e-08	8.315251e-08	1.484899e-08	-2.962049e-08	4.602511e-08	3.691258e-08	2.045141e-08	1.684488e-08	9.278781e-10	-2.561966e-08	2.134033e-08	1.684681e-08	2.615600e-08	5.309254e-09	-2.649540e-09	-1.805730e-08	2.542753e-08	3.773877e-08	6.004350e-09	3.356009e-09	-1.639707e-08	-9.062397e-09	4.216479e-09	1.872481e-08	1.214438e-08	-8.108633e-10	-1.106223e-08	-1.251267e-08	6.103997e-09	1.196397e-09	2.587837e-09	-8.219634e-09	-1.094451e-08	-1.210566e-08	1.301780e-09	-4.946977e-10	-2.447280e-09	-3.775212e-09	-3.757500e-09	-1.371877e-08	
7.561790e-09	2.044957e-08	1.387560e-07	1.040027e-07	2.755561e-07	6.875612e-07	4.754831e-08	1.458165e-07	9.316490e-08	4.078381e-07	7.718246e-07	3.004826e-07	7.104287e-08	7.391561e-08	6.811757e-08	1.157665e-07	2.032120e-07	6.404859e-08	3.447412e-08	4.628235e-08	7.340875e-08	1.052807e-07	5.767676e-08	-1.155469e-08	1.108829e-08	3.237841e-08	4.470479e-08	3.439596e-08	2.620610e-08	2.084083e-09	9.748339e-09	1.685826e-08	1.458508e-08	5.290396e-08	-9.842805e-09	-8.550223e-09	3.175846e-08	2.842681e-08	4.180864e-08	-1.469626e-09	-1.571638e-08	-7.922890e-09	1.167661e-09	3.101491e-09	4.179340e-09	6.564026e-09	-6.823290e-09	-1.681978e-08	7.005581e-09	3.816503e-09	-4.489151e-11	-6.325048e-09	-6.709382e-09	-4.995827e-09	4.407934e-10	-6.479042e-10	8.516441e-10	-3.367137e-09	-1.053072e-08	-1.401944e-08	
6.193701e-09	1.059981e-08	1.658298e-08	5.403971e-08	1.353683e-07	9.261801e-07	2.718306e-08	2.088836e-08	1.243430e-07	2.645806e-07	3.748388e-07	6.431743e-07	2.722730e-08	2.347762e-08	8.329159e-08	1.068881e-07	1.976401e-07	2.205062e-07	1.539061e-08	1.989190e-08	3.769766e-08	4.486316e-08	5.803332e-08	8.044533e-08	1.691882e-08	1.043140e-08	6.665805e-09	5.373047e-08	2.201995e-08	-2.874030e-09	3.523205e-09	3.468441e-08	3.868599e-08	3.349481e-08	1.591313e-08	-4.267907e-08	1.923911e-09	5.141385e-09	-5.398239e-10	6.573613e-09	6.808598e-09	-1.066141e-08	1.677535e-09	5.459413e-09	1.987397e-09	3.252298e-09	1.516779e-09	-4.435666e-09	2.820548e-10	1.934310e-09	-1.338928e-09	-1.195345e-09	-3.405275e-09	-2.290706e-08	-2.081847e-10	1.140821e-09	-1.151163e-09	-1.675025e-09	-5.524777e-09	-2.004293e-08	
1.280544e-07	7.149843e-08	4.812698e-08	2.061811e-08	1.027134e-08	1.113559e-08	1.844449e-07	4.383974e-07	7.005899e-08	6.389877e-08	5.486399e-09	8.693980e-09	6.343495e-07	1.952586e-07	1.063155e-07	1.163781e-08	-1.499141e-08	-2.578356e-09	2.765250e-07	1.507851e-07	3.609216e-08	3.156585e-08	-1.629183e-08	-1.855129e-08	1.134388e-07	8.632154e-08	1.512249e-08	-1.269684e-08	-1.396193e-08	-1.550206e-08	7.868492e-08	3.084907e-08	7.573238e-09	-2.756322e-09	-1.070410e-08	-2.711546e-08	6.362053e-08	2.223363e-08	8.747903e-09	-3.073342e-09	-9.917119e-09	-3.266188e-08	2.287504e-08	1.486269e-08	4.616573e-09	-6.614429e-09	-1.066122e-08	-1.851646e-08	2.379499e-08	7.398081e-09	-3.842497e-10	-8.539106e-09	-1.776066e-08	-1.939718e-08	1.303740e-08	1.183794e-08	-1.330762e-09	-1.048940e-08	-1.027109e-08	-1.105473e-08	
9.035861e-08	1.609600e-07	6.343536e-08	3.421954e-08	2.640748e-08	8.994536e-09	9.138808e-08	2.811935e-07	2.566220e-07	1.504977e-07	1.150503e-07	2.816959e-08	2.121357e-07	3.002681e-07	2.314238e-07	1.062012e-07	8.718487e-09	-2.680001e-09	1.886313e-07	1.971254e-07	5.982829e-08	2.475600e-09	-1.199547e-08	-3.211305e-08	7.489357e-08	8.340784e-08	1.685311e-08	-8.219011e-09	-2.194478e-08	-2.380599e-08	5.257245e-08	6.015425e-08	1.698070e-08	-5.188558e-09	-1.182310e-08	-2.616623e-08	4.621742e-08	3.032221e-08	5.681563e-09	-4.291016e-09	-1.156128e-08	-1.667380e-08	2.127260e-08	1.360119e-08	3.664710e-09	-2.923880e-09	-7.768217e-09	-1.155439e-08	2.265352e-08	8.393169e-09	-2.384155e-10	-2.653840e-09	-1.178640e-08	-1.278653e-08	7.283088e-09	8.728132e-09	-1.240485e-09	-9.769826e-09	-4.507330e-09	-1.106381e-08	
4.469271e-08	1.272971e-07	9.513391e-08	1.331649e-07	4.802777e-08	7.810536e-08	3.224286e-08	5.435662e-08	1.154340e-07	2.498259e-07	1.433259e-07	3.946446e-08	1.590360e-07	4.062513e-07	1.761782e-07	2.319348e-07	6.089608e-08	4.891709e-09	1.131988e-07	2.350524e-07	1.053087e-07	5.262607e-08	-1.424332e-09	-1.482657e-08	8.653616e-08	5.509735e-08	7.442662e-08	2.051699e-08	-1.328762e-08	-2.150186e-08	3.268920e-08	7.082901e-08	1.745699e-08	3.571909e-09	-8.474870e-09	-1.044208e-08	2.938894e-08	2.750784e-08	1.636864e-08	1.514640e-09	-8.427949e-09	-1.145617e-08	2.659000e-08	1.236079e-08	7.457278e-10	-4.522869e-09	-9.516741e-09	-1.527947e-08	2.758248e-08	1.460010e-08	-4.089652e-09	-6.440345e-09	-7.556326e-09	-2.738435e-08	2.433976e-09	8.966149e-09	1.726771e-09	-3.918804e-09	-3.981560e-09	-7.795645e-09	
1.397019e-08	1.362299e-08	7.674771e-08	1.165646e-07	1.076698e-07	4.237285e-08	2.458441e-08	2.864412e-08	7.353438e-08	8.226435e-08	4.957565e-07	1.816825e-07	4.967170e-08	1.005355e-07	1.280467e-07	3.004886e-07	1.857326e-07	3.800433e-08	2.966309e-08	1.254947e-07	1.019732e-07	2.239706e-07	4.661241e-08	-9.801119e-09	3.023207e-08	3.492688e-08	5.764517e-08	5.644174e-08	1.362943e-08	-4.234722e-09	3.392271e-08	2.936967e-08	2.771853e-08	2.171561e-08	-3.753759e-09	-1.329084e-08	1.076527e-08	2.225568e-08	1.219838e-08	1.621678e-09	-6.635855e-09	-1.740086e-08	6.087384e-09	1.759068e-08	2.778892e-09	-3.310190e-10	-7.371531e-09	-8.938161e-09	9.077207e-09	1.094860e-08	3.879745e-09	-1.858293e-09	-4.298116e-09	-1.141956e-08	1.942317e-09	1.182543e-09	1.115807e-09	-1.612723e-09	-5.232255e-09	-1.006445e-08	
